,V1
5302,TC08000915.hg.1  
5303,TC08000916.hg.1  
5304,TC08000917.hg.1  
5305,TC08000934.hg.1  
5306,TC08000935.hg.1  
5307,TC08000937.hg.1  
5308,TC08000938.hg.1  
5309,TC08000943.hg.1  
5310,TC08000967.hg.1  
5311,TC08000987.hg.1  
5312,TC08000993.hg.1  
5313,TC08001011.hg.1  
5314,TC08001015.hg.1  
5315,TC08001016.hg.1  
5316,TC08001037.hg.1  
5317,TC08001044.hg.1  
5318,TC08001049.hg.1  
5319,TC08001052.hg.1  
5320,TC08001057.hg.1  
5321,TC08001062.hg.1  
5322,TC08001063.hg.1  
5323,TC08001071.hg.1  
5324,TC08001081.hg.1  
5325,TC08001086.hg.1  
5326,TC08001094.hg.1  
5327,TC08001097.hg.1  
5328,TC08001099.hg.1  
5329,TC08001105.hg.1  
5330,TC08001111.hg.1  
5331,TC08001120.hg.1  
5332,TC08001130.hg.1  
5333,TC08001132.hg.1  
5334,TC08001138.hg.1  
5335,TC08001144.hg.1  
5336,TC08001151.hg.1  
5337,TC08001156.hg.1  
5338,TC08001164.hg.1  
5339,TC08001173.hg.1  
5340,TC08001179.hg.1  
5341,TC08001183.hg.1  
5342,TC08001184.hg.1  
5343,TC08001191.hg.1  
5344,TC08001195.hg.1  
5345,TC08001199.hg.1  
5346,TC08001213.hg.1  
5347,TC08001215.hg.1  
5348,TC08001218.hg.1  
5349,TC08001223.hg.1  
5350,TC08001228.hg.1  
5351,TC08001232.hg.1  
5352,TC08001253.hg.1  
5353,TC08001269.hg.1  
5354,TC08001282.hg.1  
5355,TC08001286.hg.1  
5356,TC08001288.hg.1  
5357,TC08001290.hg.1  
5358,TC08001293.hg.1  
5359,TC08001295.hg.1  
5360,TC08001309.hg.1  
5361,TC08001341.hg.1  
5362,TC08001347.hg.1  
5363,TC08001359.hg.1  
5364,TC08001361.hg.1  
5365,TC08001371.hg.1  
5366,TC08001382.hg.1  
5367,TC08001383.hg.1  
5368,TC08001384.hg.1  
5369,TC08001385.hg.1  
5370,TC08001391.hg.1  
5371,TC08001396.hg.1  
5372,TC08001397.hg.1  
5373,TC08001401.hg.1  
5374,TC08001402.hg.1  
5375,TC08001403.hg.1  
5376,TC08001405.hg.1  
5377,TC08001406.hg.1  
5378,TC08001418.hg.1  
5379,TC08001432.hg.1  
5380,TC08001434.hg.1  
5381,TC08001440.hg.1  
5382,TC08001445.hg.1  
5383,TC08001455.hg.1  
5384,TC08001460.hg.1  
5385,TC08001461.hg.1  
5386,TC08001462.hg.1  
5387,TC08001472.hg.1  
5388,TC08001476.hg.1  
5389,TC08001481.hg.1  
5390,TC08001485.hg.1  
5391,TC08001488.hg.1  
5392,TC08001489.hg.1  
5393,TC08001491.hg.1  
5394,TC08001493.hg.1  
5395,TC08001497.hg.1  
5396,TC08001500.hg.1  
5397,TC08001501.hg.1  
5398,TC08001505.hg.1  
5399,TC08001507.hg.1  
5400,TC08001508.hg.1  
5401,TC08001524.hg.1  
5402,TC08001529.hg.1  
5403,TC08001541.hg.1  
5404,TC08001545.hg.1  
5405,TC08001548.hg.1  
5406,TC08001550.hg.1  
5407,TC08001551.hg.1  
5408,TC08001575.hg.1  
5409,TC08001580.hg.1  
5410,TC08001584.hg.1  
5411,TC08001588.hg.1  
5412,TC08001590.hg.1  
5413,TC08001599.hg.1  
5414,TC08001600.hg.1  
5415,TC08001601.hg.1  
5416,TC08001604.hg.1  
5417,TC08001611.hg.1  
5418,TC08001616.hg.1  
5419,TC08001638.hg.1  
5420,TC08001640.hg.1  
5421,TC08001660.hg.1  
5422,TC08001670.hg.1  
5423,TC08001680.hg.1  
5424,TC08001681.hg.1  
5425,TC08001683.hg.1  
5426,TC08001690.hg.1  
5427,TC08001692.hg.1  
5428,TC08001700.hg.1  
5429,TC08001705.hg.1  
5430,TC08001710.hg.1  
5431,TC08001712.hg.1  
5432,TC08001713.hg.1  
5433,TC08001714.hg.1  
5434,TC08001749.hg.1  
5435,TC08001760.hg.1  
5436,TC08001766.hg.1  
5437,TC08001768.hg.1  
5438,TC08001783.hg.1  
5439,TC08001804.hg.1  
5440,TC08001816.hg.1  
5441,TC08001817.hg.1  
5442,TC08001844.hg.1  
5443,TC08001847.hg.1  
5444,TC08001864.hg.1  
5445,TC08001865.hg.1  
5446,TC08001866.hg.1  
5447,TC08001867.hg.1  
5448,TC08001884.hg.1  
5449,TC08001886.hg.1  
5450,TC08001898.hg.1  
5451,TC08001914.hg.1  
5452,TC08001963.hg.1  
5453,TC08001965.hg.1  
5454,TC08001988.hg.1  
5455,TC08001994.hg.1  
5456,TC08002004.hg.1  
5457,TC08002011.hg.1  
5458,TC08002013.hg.1  
5459,TC08002016.hg.1  
5460,TC08002019.hg.1  
5461,TC08002023.hg.1  
5462,TC08002032.hg.1  
5463,TC08002033.hg.1  
5464,TC08002034.hg.1  
5465,TC08002043.hg.1  
5466,TC08002046.hg.1  
5467,TC08002048.hg.1  
5468,TC08002049.hg.1  
5469,TC08002050.hg.1  
5470,TC08002051.hg.1  
5471,TC08002052.hg.1  
5472,TC08002058.hg.1  
5473,TC08002059.hg.1  
5474,TC08002066.hg.1  
5475,TC08002073.hg.1  
5476,TC08002081.hg.1  
5477,TC08002084.hg.1  
5478,TC08002085.hg.1  
5479,TC08002086.hg.1  
5480,TC08002088.hg.1  
5481,TC08002099.hg.1  
5482,TC08002108.hg.1  
5483,TC08002109.hg.1  
5484,TC08002115.hg.1  
5485,TC08002117.hg.1  
5486,TC08002118.hg.1  
5487,TC08002132.hg.1  
5488,TC08002148.hg.1  
5489,TC08002163.hg.1  
5490,TC08002165.hg.1  
5491,TC08002179.hg.1  
5492,TC08002185.hg.1  
5493,TC08002187.hg.1  
5494,TC08002197.hg.1  
5495,TC08002198.hg.1  
5496,TC08002202.hg.1  
5497,TC08002215.hg.1  
5498,TC08002227.hg.1  
5499,TC08002230.hg.1  
5500,TC08002253.hg.1  
5501,TC08002257.hg.1  
5502,TC08002263.hg.1  
5503,TC08002271.hg.1  
5504,TC08002282.hg.1  
5505,TC08002293.hg.1  
5506,TC08002294.hg.1  
5507,TC08002303.hg.1  
5508,TC08002309.hg.1  
5509,TC08002315.hg.1  
5510,TC08002356.hg.1  
5511,TC08002360.hg.1  
5512,TC08002364.hg.1  
5513,TC08002366.hg.1  
5514,TC08002368.hg.1  
5515,TC08002370.hg.1  
5516,TC08002397.hg.1  
5517,TC08002406.hg.1  
5518,TC08002413.hg.1  
5519,TC08002416.hg.1  
5520,TC08002417.hg.1  
5521,TC08002431.hg.1  
5522,TC08002444.hg.1  
5523,TC08002446.hg.1  
5524,TC08002453.hg.1  
5525,TC08002455.hg.1  
5526,TC08002459.hg.1  
5527,TC08002462.hg.1  
5528,TC08002487.hg.1  
5529,TC08002488.hg.1  
5530,TC08002503.hg.1  
5531,TC08002505.hg.1  
5532,TC08002508.hg.1  
5533,TC08002509.hg.1  
5534,TC08002513.hg.1  
5535,TC08002539.hg.1  
5536,TC08002540.hg.1  
5537,TC08002550.hg.1  
5538,TC08002553.hg.1  
5539,TC08002554.hg.1  
5540,TC08002559.hg.1  
5541,TC08002561.hg.1  
5542,TC08002563.hg.1  
5543,TC08002565.hg.1  
5544,TC08002582.hg.1  
5545,TC08002585.hg.1  
5546,TC08002586.hg.1  
5547,TC08002587.hg.1  
5548,TC08002590.hg.1  
5549,TC08002591.hg.1  
5550,TC08002593.hg.1  
5551,TC08002594.hg.1  
5552,TC08002595.hg.1  
5553,TC08002596.hg.1  
5554,TC08002599.hg.1  
5555,TC08002603.hg.1  
5556,TC08002606.hg.1  
5557,TC08002607.hg.1  
5558,TC08002611.hg.1  
5559,TC08002612.hg.1  
5560,TC08002613.hg.1  
5561,TC08002615.hg.1  
5562,TC08002617.hg.1  
5563,TC08002619.hg.1  
5564,TC09000015.hg.1  
5565,TC09000022.hg.1  
5566,TC09000029.hg.1  
5567,TC09000040.hg.1  
5568,TC09000047.hg.1  
5569,TC09000048.hg.1  
5570,TC09000075.hg.1  
5571,TC09000077.hg.1  
5572,TC09000092.hg.1  
5573,TC09000094.hg.1  
5574,TC09000099.hg.1  
5575,TC09000109.hg.1  
5576,TC09000128.hg.1  
5577,TC09000134.hg.1  
5578,TC09000136.hg.1  
5579,TC09000140.hg.1  
5580,TC09000143.hg.1  
5581,TC09000145.hg.1  
5582,TC09000147.hg.1  
5583,TC09000149.hg.1  
5584,TC09000158.hg.1  
5585,TC09000166.hg.1  
5586,TC09000169.hg.1  
5587,TC09000170.hg.1  
5588,TC09000178.hg.1  
5589,TC09000181.hg.1  
5590,TC09000182.hg.1  
5591,TC09000185.hg.1  
5592,TC09000193.hg.1  
5593,TC09000195.hg.1  
5594,TC09000196.hg.1  
5595,TC09000208.hg.1  
5596,TC09000217.hg.1  
5597,TC09000218.hg.1  
5598,TC09000227.hg.1  
5599,TC09000255.hg.1  
5600,TC09000259.hg.1  
5601,TC09000272.hg.1  
5602,TC09000277.hg.1  
5603,TC09000292.hg.1  
5604,TC09000311.hg.1  
5605,TC09000315.hg.1  
5606,TC09000318.hg.1  
5607,TC09000319.hg.1  
5608,TC09000335.hg.1  
5609,TC09000349.hg.1  
5610,TC09000350.hg.1  
5611,TC09000351.hg.1  
5612,TC09000358.hg.1  
5613,TC09000359.hg.1  
5614,TC09000373.hg.1  
5615,TC09000379.hg.1  
5616,TC09000391.hg.1  
5617,TC09000397.hg.1  
5618,TC09000401.hg.1  
5619,TC09000405.hg.1  
5620,TC09000407.hg.1  
5621,TC09000412.hg.1  
5622,TC09000417.hg.1  
5623,TC09000437.hg.1  
5624,TC09000440.hg.1  
5625,TC09000441.hg.1  
5626,TC09000442.hg.1  
5627,TC09000444.hg.1  
5628,TC09000448.hg.1  
5629,TC09000455.hg.1  
5630,TC09000456.hg.1  
5631,TC09000457.hg.1  
5632,TC09000461.hg.1  
5633,TC09000467.hg.1  
5634,TC09000472.hg.1  
5635,TC09000477.hg.1  
5636,TC09000480.hg.1  
5637,TC09000482.hg.1  
5638,TC09000490.hg.1  
5639,TC09000491.hg.1  
5640,TC09000492.hg.1  
5641,TC09000495.hg.1  
5642,TC09000496.hg.1  
5643,TC09000498.hg.1  
5644,TC09000508.hg.1  
5645,TC09000511.hg.1  
5646,TC09000535.hg.1  
5647,TC09000544.hg.1  
5648,TC09000545.hg.1  
5649,TC09000548.hg.1  
5650,TC09000551.hg.1  
5651,TC09000556.hg.1  
5652,TC09000565.hg.1  
5653,TC09000567.hg.1  
5654,TC09000568.hg.1  
5655,TC09000575.hg.1  
5656,TC09000578.hg.1  
5657,TC09000579.hg.1  
5658,TC09000585.hg.1  
5659,TC09000587.hg.1  
5660,TC09000597.hg.1  
5661,TC09000606.hg.1  
5662,TC09000607.hg.1  
5663,TC09000611.hg.1  
5664,TC09000624.hg.1  
5665,TC09000633.hg.1  
5666,TC09000634.hg.1  
5667,TC09000636.hg.1  
5668,TC09000637.hg.1  
5669,TC09000644.hg.1  
5670,TC09000647.hg.1  
5671,TC09000652.hg.1  
5672,TC09000654.hg.1  
5673,TC09000659.hg.1  
5674,TC09000660.hg.1  
5675,TC09000662.hg.1  
5676,TC09000663.hg.1  
5677,TC09000665.hg.1  
5678,TC09000674.hg.1  
5679,TC09000678.hg.1  
5680,TC09000686.hg.1  
5681,TC09000687.hg.1  
5682,TC09000690.hg.1  
5683,TC09000691.hg.1  
5684,TC09000692.hg.1  
5685,TC09000693.hg.1  
5686,TC09000695.hg.1  
5687,TC09000699.hg.1  
5688,TC09000700.hg.1  
5689,TC09000702.hg.1  
5690,TC09000711.hg.1  
5691,TC09000715.hg.1  
5692,TC09000718.hg.1  
5693,TC09000728.hg.1  
5694,TC09000731.hg.1  
5695,TC09000736.hg.1  
5696,TC09000740.hg.1  
5697,TC09000745.hg.1  
5698,TC09000753.hg.1  
5699,TC09000754.hg.1  
5700,TC09000760.hg.1  
5701,TC09000773.hg.1  
5702,TC09000779.hg.1  
5703,TC09000781.hg.1  
5704,TC09000795.hg.1  
5705,TC09000806.hg.1  
5706,TC09000843.hg.1  
5707,TC09000848.hg.1  
5708,TC09000856.hg.1  
5709,TC09000874.hg.1  
5710,TC09000889.hg.1  
5711,TC09000890.hg.1  
5712,TC09000891.hg.1  
5713,TC09000893.hg.1  
5714,TC09000894.hg.1  
5715,TC09000895.hg.1  
5716,TC09000896.hg.1  
5717,TC09000899.hg.1  
5718,TC09000913.hg.1  
5719,TC09000914.hg.1  
5720,TC09000917.hg.1  
5721,TC09000935.hg.1  
5722,TC09000943.hg.1  
5723,TC09000945.hg.1  
5724,TC09000965.hg.1  
5725,TC09000999.hg.1  
5726,TC09001001.hg.1  
5727,TC09001006.hg.1  
5728,TC09001007.hg.1  
5729,TC09001008.hg.1  
5730,TC09001009.hg.1  
5731,TC09001017.hg.1  
5732,TC09001028.hg.1  
5733,TC09001032.hg.1  
5734,TC09001036.hg.1  
5735,TC09001042.hg.1  
5736,TC09001048.hg.1  
5737,TC09001052.hg.1  
5738,TC09001060.hg.1  
5739,TC09001068.hg.1  
5740,TC09001070.hg.1  
5741,TC09001072.hg.1  
5742,TC09001076.hg.1  
5743,TC09001079.hg.1  
5744,TC09001081.hg.1  
5745,TC09001084.hg.1  
5746,TC09001088.hg.1  
5747,TC09001089.hg.1  
5748,TC09001090.hg.1  
5749,TC09001097.hg.1  
5750,TC09001109.hg.1  
5751,TC09001111.hg.1  
5752,TC09001139.hg.1  
5753,TC09001144.hg.1  
5754,TC09001156.hg.1  
5755,TC09001159.hg.1  
5756,TC09001161.hg.1  
5757,TC09001166.hg.1  
5758,TC09001175.hg.1  
5759,TC09001182.hg.1  
5760,TC09001190.hg.1  
5761,TC09001193.hg.1  
5762,TC09001194.hg.1  
5763,TC09001204.hg.1  
5764,TC09001209.hg.1  
5765,TC09001220.hg.1  
5766,TC09001223.hg.1  
5767,TC09001224.hg.1  
5768,TC09001226.hg.1  
5769,TC09001249.hg.1  
5770,TC09001250.hg.1  
5771,TC09001258.hg.1  
5772,TC09001274.hg.1  
5773,TC09001276.hg.1  
5774,TC09001278.hg.1  
5775,TC09001280.hg.1  
5776,TC09001283.hg.1  
5777,TC09001284.hg.1  
5778,TC09001294.hg.1  
5779,TC09001305.hg.1  
5780,TC09001306.hg.1  
5781,TC09001308.hg.1  
5782,TC09001311.hg.1  
5783,TC09001313.hg.1  
5784,TC09001314.hg.1  
5785,TC09001331.hg.1  
5786,TC09001340.hg.1  
5787,TC09001350.hg.1  
5788,TC09001357.hg.1  
5789,TC09001361.hg.1  
5790,TC09001366.hg.1  
5791,TC09001370.hg.1  
5792,TC09001373.hg.1  
5793,TC09001374.hg.1  
5794,TC09001375.hg.1  
5795,TC09001376.hg.1  
5796,TC09001377.hg.1  
5797,TC09001381.hg.1  
5798,TC09001383.hg.1  
5799,TC09001403.hg.1  
5800,TC09001404.hg.1  
5801,TC09001408.hg.1  
5802,TC09001411.hg.1  
5803,TC09001414.hg.1  
5804,TC09001416.hg.1  
5805,TC09001420.hg.1  
5806,TC09001434.hg.1  
5807,TC09001443.hg.1  
5808,TC09001450.hg.1  
5809,TC09001454.hg.1  
5810,TC09001455.hg.1  
5811,TC09001457.hg.1  
5812,TC09001459.hg.1  
5813,TC09001468.hg.1  
5814,TC09001472.hg.1  
5815,TC09001473.hg.1  
5816,TC09001478.hg.1  
5817,TC09001482.hg.1  
5818,TC09001487.hg.1  
5819,TC09001490.hg.1  
5820,TC09001493.hg.1  
5821,TC09001501.hg.1  
5822,TC09001502.hg.1  
5823,TC09001507.hg.1  
5824,TC09001508.hg.1  
5825,TC09001510.hg.1  
5826,TC09001515.hg.1  
5827,TC09001526.hg.1  
5828,TC09001536.hg.1  
5829,TC09001537.hg.1  
5830,TC09001538.hg.1  
5831,TC09001539.hg.1  
5832,TC09001543.hg.1  
5833,TC09001547.hg.1  
5834,TC09001548.hg.1  
5835,TC09001550.hg.1  
5836,TC09001556.hg.1  
5837,TC09001558.hg.1  
5838,TC09001562.hg.1  
5839,TC09001566.hg.1  
5840,TC09001567.hg.1  
5841,TC09001568.hg.1  
5842,TC09001577.hg.1  
5843,TC09001580.hg.1  
5844,TC09001585.hg.1  
5845,TC09001587.hg.1  
5846,TC09001589.hg.1  
5847,TC09001592.hg.1  
5848,TC09001597.hg.1  
5849,TC09001601.hg.1  
5850,TC09001603.hg.1  
5851,TC09001609.hg.1  
5852,TC09001610.hg.1  
5853,TC09001615.hg.1  
5854,TC09001624.hg.1  
5855,TC09001629.hg.1  
5856,TC09001637.hg.1  
5857,TC09001640.hg.1  
5858,TC09001641.hg.1  
5859,TC09001642.hg.1  
5860,TC09001643.hg.1  
5861,TC09001653.hg.1  
5862,TC09001655.hg.1  
5863,TC09001656.hg.1  
5864,TC09001667.hg.1  
5865,TC09001668.hg.1  
5866,TC09001671.hg.1  
5867,TC09001675.hg.1  
5868,TC09001676.hg.1  
5869,TC09001684.hg.1  
5870,TC09001697.hg.1  
5871,TC09001700.hg.1  
5872,TC09001713.hg.1  
5873,TC09001721.hg.1  
5874,TC09001733.hg.1  
5875,TC09001749.hg.1  
5876,TC09001754.hg.1  
5877,TC09001759.hg.1  
5878,TC09001774.hg.1  
5879,TC09001776.hg.1  
5880,TC09001779.hg.1  
5881,TC09001781.hg.1  
5882,TC09001842.hg.1  
5883,TC09001862.hg.1  
5884,TC09001872.hg.1  
5885,TC09001873.hg.1  
5886,TC09001874.hg.1  
5887,TC09001875.hg.1  
5888,TC09001882.hg.1  
5889,TC09001885.hg.1  
5890,TC09001905.hg.1  
5891,TC09001906.hg.1  
5892,TC09001913.hg.1  
5893,TC09001917.hg.1  
5894,TC09001920.hg.1  
5895,TC09001930.hg.1  
5896,TC09001936.hg.1  
5897,TC09001946.hg.1  
5898,TC09001965.hg.1  
5899,TC09001971.hg.1  
5900,TC09001982.hg.1  
5901,TC09001995.hg.1  
5902,TC09001996.hg.1  
5903,TC09002000.hg.1  
5904,TC09002001.hg.1  
5905,TC09002021.hg.1  
5906,TC09002025.hg.1  
5907,TC09002028.hg.1  
5908,TC09002032.hg.1  
5909,TC09002074.hg.1  
5910,TC09002094.hg.1  
5911,TC09002099.hg.1  
5912,TC09002104.hg.1  
5913,TC09002110.hg.1  
5914,TC09002111.hg.1  
5915,TC09002114.hg.1  
5916,TC09002129.hg.1  
5917,TC09002141.hg.1  
5918,TC09002142.hg.1  
5919,TC09002163.hg.1  
5920,TC09002184.hg.1  
5921,TC09002191.hg.1  
5922,TC09002192.hg.1  
5923,TC09002194.hg.1  
5924,TC09002195.hg.1  
5925,TC09002196.hg.1  
5926,TC09002197.hg.1  
5927,TC09002214.hg.1  
5928,TC09002231.hg.1  
5929,TC09002234.hg.1  
5930,TC09002242.hg.1  
5931,TC09002244.hg.1  
5932,TC09002248.hg.1  
5933,TC09002267.hg.1  
5934,TC09002276.hg.1  
5935,TC09002277.hg.1  
5936,TC09002278.hg.1  
5937,TC09002280.hg.1  
5938,TC09002282.hg.1  
5939,TC09002296.hg.1  
5940,TC09002305.hg.1  
5941,TC09002308.hg.1  
5942,TC09002324.hg.1  
5943,TC09002362.hg.1  
5944,TC09002367.hg.1  
5945,TC09002388.hg.1  
5946,TC09002390.hg.1  
5947,TC09002393.hg.1  
5948,TC09002418.hg.1  
5949,TC09002457.hg.1  
5950,TC09002468.hg.1  
5951,TC09002473.hg.1  
5952,TC09002477.hg.1  
5953,TC09002484.hg.1  
5954,TC09002490.hg.1  
5955,TC09002491.hg.1  
5956,TC09002495.hg.1  
5957,TC09002496.hg.1  
5958,TC09002504.hg.1  
5959,TC09002509.hg.1  
5960,TC09002512.hg.1  
5961,TC09002514.hg.1  
5962,TC09002517.hg.1  
5963,TC09002539.hg.1  
5964,TC09002545.hg.1  
5965,TC09002553.hg.1  
5966,TC09002555.hg.1  
5967,TC09002567.hg.1  
5968,TC09002603.hg.1  
5969,TC09002604.hg.1  
5970,TC09002616.hg.1  
5971,TC09002617.hg.1  
5972,TC09002626.hg.1  
5973,TC09002643.hg.1  
5974,TC09002647.hg.1  
5975,TC09002653.hg.1  
5976,TC09002667.hg.1  
5977,TC09002670.hg.1  
5978,TC09002672.hg.1  
5979,TC09002673.hg.1  
5980,TC09002676.hg.1  
5981,TC09002687.hg.1  
5982,TC09002688.hg.1  
5983,TC09002699.hg.1  
5984,TC09002712.hg.1  
5985,TC09002738.hg.1  
5986,TC09002748.hg.1  
5987,TC09002752.hg.1  
5988,TC09002753.hg.1  
5989,TC09002776.hg.1  
5990,TC09002778.hg.1  
5991,TC09002780.hg.1  
5992,TC09002781.hg.1  
5993,TC09002783.hg.1  
5994,TC09002792.hg.1  
5995,TC09002795.hg.1  
5996,TC09002799.hg.1  
5997,TC09002803.hg.1  
5998,TC09002809.hg.1  
5999,TC09002815.hg.1  
6000,TC09002823.hg.1  
6001,TC09002851.hg.1  
6002,TC09002858.hg.1  
6003,TC09002866.hg.1  
6004,TC09002868.hg.1  
6005,TC09002874.hg.1  
6006,TC09002889.hg.1  
6007,TC09002890.hg.1  
6008,TC09002892.hg.1  
6009,TC09002894.hg.1  
6010,TC09002896.hg.1  
6011,TC09002900.hg.1  
6012,TC09002901.hg.1  
6013,TC09002902.hg.1  
6014,TC09002903.hg.1  
6015,TC09002905.hg.1  
6016,TC09002908.hg.1  
6017,TC09002916.hg.1  
6018,TC09002917.hg.1  
6019,TC09002919.hg.1  
6020,TC09002921.hg.1  
6021,TC09002922.hg.1  
6022,TC09002928.hg.1  
6023,TC09002929.hg.1  
6024,TC09002939.hg.1  
6025,TC0M000002.hg.1  
6026,TC0M000012.hg.1  
6027,TC0M000016.hg.1  
6028,TC0M000027.hg.1  
6029,TC0X000001.hg.1  
6030,TC0X000002.hg.1  
6031,TC0X000003.hg.1  
6032,TC0X000004.hg.1  
6033,TC0X000013.hg.1  
6034,TC0X000014.hg.1  
6035,TC0X000015.hg.1  
6036,TC0X000017.hg.1  
6037,TC0X000021.hg.1  
6038,TC0X000025.hg.1  
6039,TC0X000033.hg.1  
6040,TC0X000034.hg.1  
6041,TC0X000036.hg.1  
6042,TC0X000042.hg.1  
6043,TC0X000050.hg.1  
6044,TC0X000053.hg.1  
6045,TC0X000060.hg.1  
6046,TC0X000061.hg.1  
6047,TC0X000072.hg.1  
6048,TC0X000081.hg.1  
6049,TC0X000082.hg.1  
6050,TC0X000084.hg.1  
6051,TC0X000092.hg.1  
6052,TC0X000101.hg.1  
6053,TC0X000112.hg.1  
6054,TC0X000116.hg.1  
6055,TC0X000118.hg.1  
6056,TC0X000127.hg.1  
6057,TC0X000173.hg.1  
6058,TC0X000174.hg.1  
6059,TC0X000175.hg.1  
6060,TC0X000186.hg.1  
6061,TC0X000190.hg.1  
6062,TC0X000207.hg.1  
6063,TC0X000212.hg.1  
6064,TC0X000217.hg.1  
6065,TC0X000219.hg.1  
6066,TC0X000223.hg.1  
6067,TC0X000224.hg.1  
6068,TC0X000232.hg.1  
6069,TC0X000236.hg.1  
6070,TC0X000238.hg.1  
6071,TC0X000252.hg.1  
6072,TC0X000253.hg.1  
6073,TC0X000272.hg.1  
6074,TC0X000273.hg.1  
6075,TC0X000296.hg.1  
6076,TC0X000298.hg.1  
6077,TC0X000308.hg.1  
6078,TC0X000312.hg.1  
6079,TC0X000317.hg.1  
6080,TC0X000321.hg.1  
6081,TC0X000322.hg.1  
6082,TC0X000323.hg.1  
6083,TC0X000332.hg.1  
6084,TC0X000344.hg.1  
6085,TC0X000347.hg.1  
6086,TC0X000350.hg.1  
6087,TC0X000353.hg.1  
6088,TC0X000360.hg.1  
6089,TC0X000365.hg.1  
6090,TC0X000370.hg.1  
6091,TC0X000376.hg.1  
6092,TC0X000378.hg.1  
6093,TC0X000379.hg.1  
6094,TC0X000381.hg.1  
6095,TC0X000382.hg.1  
6096,TC0X000383.hg.1  
6097,TC0X000385.hg.1  
6098,TC0X000400.hg.1  
6099,TC0X000401.hg.1  
6100,TC0X000410.hg.1  
6101,TC0X000425.hg.1  
6102,TC0X000433.hg.1  
6103,TC0X000442.hg.1  
6104,TC0X000464.hg.1  
6105,TC0X000470.hg.1  
6106,TC0X000472.hg.1  
6107,TC0X000476.hg.1  
6108,TC0X000480.hg.1  
6109,TC0X000481.hg.1  
6110,TC0X000490.hg.1  
6111,TC0X000496.hg.1  
6112,TC0X000505.hg.1  
6113,TC0X000512.hg.1  
6114,TC0X000514.hg.1  
6115,TC0X000515.hg.1  
6116,TC0X000526.hg.1  
6117,TC0X000530.hg.1  
6118,TC0X000538.hg.1  
6119,TC0X000540.hg.1  
6120,TC0X000568.hg.1  
6121,TC0X000569.hg.1  
6122,TC0X000571.hg.1  
6123,TC0X000572.hg.1  
6124,TC0X000574.hg.1  
6125,TC0X000575.hg.1  
6126,TC0X000579.hg.1  
6127,TC0X000583.hg.1  
6128,TC0X000584.hg.1  
6129,TC0X000586.hg.1  
6130,TC0X000589.hg.1  
6131,TC0X000592.hg.1  
6132,TC0X000597.hg.1  
6133,TC0X000603.hg.1  
6134,TC0X000604.hg.1  
6135,TC0X000605.hg.1  
6136,TC0X000619.hg.1  
6137,TC0X000620.hg.1  
6138,TC0X000622.hg.1  
6139,TC0X000625.hg.1  
6140,TC0X000645.hg.1  
6141,TC0X000652.hg.1  
6142,TC0X000658.hg.1  
6143,TC0X000662.hg.1  
6144,TC0X000681.hg.1  
6145,TC0X000719.hg.1  
6146,TC0X000721.hg.1  
6147,TC0X000723.hg.1  
6148,TC0X000724.hg.1  
6149,TC0X000734.hg.1  
6150,TC0X000740.hg.1  
6151,TC0X000743.hg.1  
6152,TC0X000744.hg.1  
6153,TC0X000747.hg.1  
6154,TC0X000748.hg.1  
6155,TC0X000754.hg.1  
6156,TC0X000757.hg.1  
6157,TC0X000764.hg.1  
6158,TC0X000765.hg.1  
6159,TC0X000766.hg.1  
6160,TC0X000773.hg.1  
6161,TC0X000774.hg.1  
6162,TC0X000777.hg.1  
6163,TC0X000779.hg.1  
6164,TC0X000782.hg.1  
6165,TC0X000784.hg.1  
6166,TC0X000785.hg.1  
6167,TC0X000788.hg.1  
6168,TC0X000798.hg.1  
6169,TC0X000801.hg.1  
6170,TC0X000809.hg.1  
6171,TC0X000811.hg.1  
6172,TC0X000813.hg.1  
6173,TC0X000815.hg.1  
6174,TC0X000827.hg.1  
6175,TC0X000829.hg.1  
6176,TC0X000833.hg.1  
6177,TC0X000836.hg.1  
6178,TC0X000838.hg.1  
6179,TC0X000839.hg.1  
6180,TC0X000843.hg.1  
6181,TC0X000844.hg.1  
6182,TC0X000846.hg.1  
6183,TC0X000848.hg.1  
6184,TC0X000851.hg.1  
6185,TC0X000855.hg.1  
6186,TC0X000857.hg.1  
6187,TC0X000862.hg.1  
6188,TC0X000867.hg.1  
6189,TC0X000870.hg.1  
6190,TC0X000875.hg.1  
6191,TC0X000885.hg.1  
6192,TC0X000886.hg.1  
6193,TC0X000894.hg.1  
6194,TC0X000900.hg.1  
6195,TC0X000901.hg.1  
6196,TC0X000903.hg.1  
6197,TC0X000911.hg.1  
6198,TC0X000921.hg.1  
6199,TC0X000923.hg.1  
6200,TC0X000925.hg.1  
6201,TC0X000954.hg.1  
6202,TC0X000963.hg.1  
6203,TC0X000965.hg.1  
6204,TC0X000976.hg.1  
6205,TC0X000986.hg.1  
6206,TC0X000987.hg.1  
6207,TC0X000999.hg.1  
6208,TC0X001006.hg.1  
6209,TC0X001010.hg.1  
6210,TC0X001020.hg.1  
6211,TC0X001025.hg.1  
6212,TC0X001027.hg.1  
6213,TC0X001048.hg.1  
6214,TC0X001060.hg.1  
6215,TC0X001063.hg.1  
6216,TC0X001064.hg.1  
6217,TC0X001067.hg.1  
6218,TC0X001070.hg.1  
6219,TC0X001072.hg.1  
6220,TC0X001074.hg.1  
